,title,year,certificate,runtime,genre,rating
1557,Raavanan,2010,UA,128 min,"Action, Adventure, Drama            ",6.2
1558,Home Shanti,2022–,UA 13+,30 min,Comedy            ,5.6
1559,Farzand,2018,UA,141 min,"Action, Drama, History            ",6.0
1560,Baadshah,2013,UA,164 min,"Action, Comedy            ",9.0
1561,Commando,2013,UA,124 min,"Action, Adventure, Thriller            ",8.6
1562,Majili,2019,UA,154 min,"Drama, Romance            ",2.4
1563,Mera Naam Joker,1970,U,224 min,"Comedy, Drama            ",7.8
1564,Kandy Twist,2019,A,113 min,Drama            ,7.6
1565,Chirodini Tumi Je Amar,2008,U,180 min,Romance            ,8.3
1566,Tathaastu,2019,UA,26 min,Comedy            ,6.0
1567,Main Aur Charles,2015,A,119 min,"Action, Biography, Crime            ",7.2
1568,Jatt & Juliet,2012,UA,140 min,"Comedy, Romance            ",5.8
1569,Carry on Jatta 2,2018,UA,149 min,Comedy            ,6.7
1570,Hanuman,2005,U,89 min,Animation            ,6.4
1571,Theal,2022,UA,113 min,Action            ,3.4
1572,Musafir,2004,A,151 min,"Action, Crime, Drama            ",7.3
1573,Saina,2021,U,135 min,"Biography, Drama, Sport            ",6.4
1574,The Ghazi Attack,2017,UA,116 min,"Action, Thriller, War            ",8.1
1575,R... Rajkumar,2013,UA,146 min,"Action, Comedy, Crime            ",5.7
1576,Pada,2022,UA,130 min,"Crime, Drama, Thriller            ",8.2
1577,Baaghi 2,2018,UA,137 min,"Action, Crime, Drama            ",6.8
1578,Ballabhpurer Roopkotha,2022,UA,136 min,"Comedy, Horror            ",4.3
1579,404: Error Not Found,2011,UA,121 min,"Drama, Mystery, Thriller            ",8.7
1580,Har Yug Mein Aayega Ek - Arjun,2012–2014,U,44 min,Action            ,7.7
1581,Karz,1980,U,159 min,"Action, Musical, Romance            ",8.2
1582,Aagadu,2014,UA,165 min,"Action, Comedy            ",8.4
1583,Upendra,1999,U,138 min,"Drama, Thriller            ",7.8
1584,Lahoriye,2017,U,137 min,Drama            ,6.5
1585,Beautiful Billo,2022,UA,120 min,Comedy            ,8.5
1586,Deyyam,2021,UA,98 min,Horror            ,9.7
1587,Chain Kulii Ki Main Kulii,2007,Unrated,118 min,"Comedy, Drama, Family            ",6.0
1588,Gaddaar,1995,U,152 min,"Action, Drama, Romance            ",7.7
1589,Risky Ishq,2021–,15+,15 min,"Crime, Thriller            ",7.5
1590,Ek Duuje Ke Liye,1981,U,167 min,"Drama, Musical, Romance            ",6.8
1591,Virasat,1997,UA,165 min,"Drama, Family, Musical            ",6.6
1592,A1 Express,2021,U,138 min,Drama            ,8.2
1593,Alluri,2022,UA,120 min,"Action, Crime, Drama            ",8.1
1594,Mastizaade,2016,A,119 min,Comedy            ,7.4
1595,Dharmaveer,2022,UA,176 min,"Biography, Crime, Drama            ",5.5
1596,Suno Sasurji,2020–,18,35 min,Romance            ,8.2
1597,Perfumed Garden: Tales of the Kama Sutra,2000,R,95 min,"Drama, Romance            ",3.0
1598,Kumkum Bhagya,2014–,U/A,20 min,"Comedy, Drama, Romance            ",7.4
1599,Size Zero,2015,U,125 min,"Comedy, Romance            ",7.0
1600,36 China Town,2006,UA,140 min,"Comedy, Mystery, Thriller            ",7.5
1601,Kadhalil Sodhappuvadhu Yeppadi,2012,U,125 min,"Comedy, Romance            ",4.4
1602,Julie 2,2017,A,159 min,"Drama, Romance, Thriller            ",5.8
1603,Biriyani,2013,UA,148 min,"Action, Comedy, Thriller            ",7.6
1604,Thank You,I 2011,UA,125 min,Comedy            ,8.7
1605,Nayattu,2021,UA,124 min,"Crime, Thriller            ",6.6
1606,Raaz,2002,A,151 min,"Drama, Horror, Musical            ",4.1
1607,Chhota Bheem Aur Krishna,2008 TV Movie,7,69 min,"Animation, Adventure, Fantasy            ",7.9
1608,Love Lust and Confusion,2018–,16,22 min,"Comedy, Romance            ",5.1
1609,Kaakkaa Muttai,2014,U,91 min,"Comedy, Drama            ",8.0
1610,Jora: The Second Chapter,2020,UA,121 min,"Action, Drama            ",6.9
1611,Daawat-e-Ishq,2014,U,118 min,"Comedy, Drama, Romance            ",6.3
1612,Masterpiece,IV 2017,U,160 min,"Action, Crime, Mystery            ",9.3
1613,Jhimma,2021,UA,130 min,Drama            ,5.8
1614,Laawaris,1981,U,189 min,"Drama, Action, Musical            ",6.1
1615,Paava Kadhaigal,2020–,18,36 min,Drama            ,8.4
1616,Memories,III 2013,UA,132 min,"Mystery, Thriller            ",7.5
1617,Bunty Aur Babli 2,2021,UA,138 min,"Comedy, Romance            ",5.6
1618,Thuppakki,2012,U,165 min,"Action, Thriller            ",4.3
1619,New,2004,A,200 min,"Comedy, Drama, Musical            ",7.3
1620,Choti Sarrdaarni,2019–,13,22 min,Drama            ,6.8
1621,420 IPC,2021,UA 13+,98 min,Crime            ,5.5
1622,3:33,II 2021,UA,133 min,"Drama, Horror, Thriller            ",3.3
1623,Ranjish Hi Sahi,2022–,UA 16+,40 min,"Drama, Music, Romance            ",6.9
1624,Aye Zindagi,2022,All,104 min,Drama            ,5.5
1625,Mann Kee Awaaz Pratigya,2009–2012,12+,24 min,Drama            ,9.5
1626,Leader,2010,UA,167 min,Drama            ,7.6
1627,U Turn,I 2016,UA,120 min,"Crime, Horror, Mystery            ",7.9
1628,Antakshari,2022,A,121 min,Thriller            ,5.9
1629,Khosla Ka Ghosla!,2006,U,135 min,"Comedy, Crime, Drama            ",9.1
1630,Nishana,2022,UA,147 min,"Action, Comedy, Romance            ",5.3
1631,Sree Dhanya Catering Service,2022,U,98 min,Comedy            ,5.7
1632,Jothi,2022,UA,115 min,Drama            ,4.5
1633,Zindagi inShort,2020,16,116 min,"Comedy, Drama, Romance            ",4.1
1634,Anegan,2015,U,154 min,"Action, Romance, Thriller            ",6.3
1635,Red Panty,2019–,A,26 min,Drama            ,9.0
1636,Maidan-E-Jung,1995,A,155 min,"Action, Drama            ",3.5
1637,Roti Kapada Aur Makaan,1974,U,159 min,"Action, Drama, Musical            ",4.3
1638,Foster,2011,PG,90 min,"Comedy, Drama, Family            ",8.3
1639,Anantham,2022–,UA,400 min,"Drama, Romance            ",7.4
1640,Padi Padi Leche Manasu,2018,U,158 min,"Drama, Romance            ",6.3
1641,Sonu Tane Mara Par Bharoso Nai Ke,2022,U,125 min,Comedy            ,7.0
1642,Azhagiya Tamilmagan,2007,U,171 min,"Action, Drama, Thriller            ",5.5
1643,Unnaipol Oruvan,2009,UA,106 min,"Action, Crime, Drama            ",7.0
1644,Pratiksha,2021–,18,21 min,Mystery            ,10.0
1645,Maguva,2020,Not Rated,45 min,Thriller            ,6.7
1646,Thimiru Pudichavan,2018,UA,156 min,"Action, Drama            ",7.4
1647,Romantic,2021,A,135 min,"Action, Drama, Romance            ",8.8
1648,Aashiqui,1990,U,152 min,"Musical, Drama, Romance            ",9.0
1649,Sohni Mahiwal,1984,U,142 min,"Action, Drama, Romance            ",9.6
1650,Seetharamapuramlo Okapremajanta,2022,UA,135 min,"Family, Romance            ",8.3
1651,Saath Nibhaana Saathiya 2,2020–2022,PG,22 min,Drama            ,5.3
1652,Siya,2022,A,117 min,Drama            ,7.2
1653,Hellaro,2019,UA,121 min,Drama            ,7.1
1654,Wanted PanduGod,2022,UA,112 min,"Comedy, Family            ",7.1
1655,Laal Rang,2016,UA,147 min,"Comedy, Crime, Drama            ",6.9
1656,Aaj Ka Arjun,1990,Unrated,164 min,"Action, Crime, Drama            ",9.0
1657,Newton,2017,UA,106 min,"Comedy, Drama            ",6.5
1658,Gabbar Singh,2012,UA,153 min,"Action, Comedy, Crime            ",8.2
1659,Soldier,II 1998,UA,156 min,"Action, Drama, Musical            ",6.9
1660,Ishq Mein Marjawan,2017–2019,UA,22 min,"Crime, Musical, Mystery            ",6.2
1661,Monster,VIII 2019,U,139 min,"Comedy, Drama, Family            ",4.2
1662,Ispade Rajavum Idhaya Raniyum,2019,UA,153 min,"Drama, Romance            ",7.5
1663,Mighty Little Bheem,2019–,7,6 min,"Animation, Short, Adventure            ",5.3
1664,Murungaikai Chips,2021,A,140 min,Drama            ,6.5
1665,Parineeta,2019,U,115 min,Romance            ,5.5
1666,Dayavan,1988,A,173 min,"Action, Crime, Drama            ",8.5
1667,Sarfarosh,1999,A,174 min,"Action, Drama, Thriller            ",7.2
1668,Bangarraju,2022,U,150 min,Drama            ,7.5
1669,Ustad Hotel,2012,U,151 min,"Comedy, Drama            ",7.5
1670,Aiyyaa,2012,UA,152 min,"Comedy, Romance            ",4.1
1671,Fatteshikast,2019,UA,153 min,"Action, Drama, History            ",7.2
1672,Honeymoon,2022–,Not Rated,23 min,"Comedy, Drama, Romance            ",4.4
1673,Nota,2018,A,145 min,Drama            ,6.6
1674,Maachis,1996,A,160 min,"Action, Crime, Drama            ",7.0
1675,Bommarillu,2006,U,170 min,"Comedy, Drama, Romance            ",8.2
1676,Tholi Prema,1998,U,146 min,"Drama, Romance            ",7.5
1677,Arth,1982,A,138 min,"Drama, Romance            ",8.4
1678,Chopsticks,2019,13,100 min,"Comedy, Drama            ",7.5
1679,Dollu,2022,U,106 min,Drama            ,7.4
1680,Vasanthi Nalidaga,2022,UA 13+,158 min,"Family, Musical, Romance            ",6.4
1681,Shaktiman,1993,U,155 min,"Action, Drama, Romance            ",5.7
1682,Kasoor,2001,A,151 min,"Drama, Mystery, Thriller            ",7.1
1683,Hamid,2018,UA,108 min,Drama            ,7.1
1684,Kahaan Hum Kahaan Tum,2019–2020,PG,22 min,"Comedy, Drama, Romance            ",5.3
1685,Ishq,1997,UA,161 min,"Action, Comedy, Drama            ",5.2
1686,Pari,I 2018,A,136 min,"Fantasy, Horror, Mystery            ",8.5
1687,Footfairy,2020,UA,115 min,"Crime, Thriller            ",5.7
1688,Dostojee,2021,U,111 min,Drama            ,6.8
1689,Gajab Thai Gayo !,2022,U,131 min,"Comedy, Family, Sci-Fi            ",3.9
1690,Karuppan,2017,U,144 min,"Action, Thriller            ",6.1
1691,Sura,2010,U,159 min,Action            ,7.6
1692,Jalsa,2008,A,161 min,"Action, Comedy            ",7.6
1693,Tripura,2011 TV Movie,U,79 min,"Animation, Drama            ",5.4
1694,Halahal,2020,Not Rated,97 min,"Crime, Drama, Mystery            ",7.9
1695,Brochevarevarura,2019,U,138 min,Comedy            ,6.2
1696,Saani Kaayidham,2022,A,136 min,"Action, Crime, Drama            ",8.3
1697,Grand Masti,2013,A,137 min,"Comedy, Drama, Thriller            ",5.1
1698,Babbar,2022,A,125 min,Action            ,6.6
1699,Kaala Patthar,1979,UA,176 min,"Action, Drama, History            ",6.2
1700,Goopy Gyne Bagha Byne,1969,U,132 min,"Adventure, Comedy, Family            ",6.1
1701,Saat Uchakkey,2016,A,139 min,Comedy            ,5.1
1702,Rocky,1981,U,151 min,"Action, Romance            ",4.8
1703,Vellam,I 2021,U,154 min,"Biography, Drama            ",8.0
1704,Swaragini: Jodein Rishton Ke Sur,2015–2016,13,20 min,Drama            ,9.3
1705,Happy Days,2007,U,153 min,Drama            ,9.2
1706,Total Dadagiri,2018,UA,130 min,Romance            ,7.2
1707,Aai Kuthe Kay Karte,2019–,PG,22 min,Drama            ,7.1
1708,Kasamh Se,2006–2009,U,20 min,Drama            ,8.8
1709,Check,2021,UA,140 min,"Action, Crime, Thriller            ",7.6
1710,Rowdy Rathore,2012,UA,140 min,"Action, Comedy, Crime            ",5.1
1711,Salaam Namaste,2005,UA,158 min,"Comedy, Drama, Romance            ",5.0
1712,Golden Hole,2020–,18,20 min,"Drama, Fantasy, Thriller            ",6.2
1713,Sivaji,2007,U,188 min,"Action, Crime, Drama            ",8.5
1714,Kavacham,2018,UA,141 min,"Action, Crime, Thriller            ",4.2
1715,The Zoya Factor,2019,U,134 min,"Comedy, Drama, Romance            ",7.1
1716,Priyuraalu,2021,A,114 min,Romance            ,4.0
1717,Cheeni Kum,2007,UA,140 min,"Comedy, Drama, Romance            ",10.0
1718,Hamara Dil Aapke Paas Hai,2000,UA,165 min,"Action, Drama, Romance            ",4.6
1719,Loveyatri,2018,UA,140 min,"Comedy, Drama, Music            ",4.5
1720,Seetharaam Benoy Case Number Eighteen,2021,UA,125 min,Crime            ,6.8
1721,Perversion,2020,A,60 min,Drama            ,6.8
1722,Ek Deewaana Tha,2017–2018,12+,20 min,"Drama, Horror, Romance            ",7.2
1723,OK Computer,2021–,All,240 min,"Comedy, Crime, Mystery            ",6.2
1724,Puaada,2021,U,130 min,"Comedy, Drama, Musical            ",7.7
1725,Iravukku Aayiram Kangal,2018,UA,122 min,"Action, Thriller            ",7.4
1726,The Cannabis Diary,2022,Not Rated,93 min,Crime            ,5.6
1727,Koyla,1997,A,166 min,"Action, Drama, Musical            ",7.6
1728,Agneepath,1990,16,174 min,"Action, Crime, Drama            ",5.4
1729,Manichitrathazhu,1993,U,169 min,"Comedy, Horror, Mystery            ",5.8
1730,Angamaly Diaries,2017,UA,132 min,"Action, Comedy, Thriller            ",7.3
1731,Kaun Banegi Shikharwati,2022–,UA,30 min,Drama            ,5.3
1732,Dangerous Ishhq,2012,UA,130 min,"Fantasy, Mystery, Romance            ",7.1
1733,Jinne Jamme Saare Nikamme,2021,UA 7+,132 min,"Comedy, Drama            ",8.0
1734,Falaknuma Das,2019,A,145 min,"Action, Thriller            ",7.1
1735,Om,1995,U,150 min,"Action, Crime, Drama            ",6.4
1736,Monsoon,I 2015,A,106 min,"Comedy, Drama, Romance            ",8.0
1737,Firangi,2017,UA,158 min,"Comedy, Drama            ",5.9
1738,Do Bigha Zamin,1953,U,131 min,Drama            ,7.7
1739,Thamizh Padam,2010,U,160 min,Comedy            ,5.4
1740,Kullfi Kumarr Bajewala,2018–2020,PG,22 min,"Drama, Family, Musical            ",7.6
1741,Bhootnath,2008,U,150 min,"Comedy, Drama, Family            ",6.2
1742,Churuli,2021,A,120 min,"Fantasy, Mystery, Sci-Fi            ",7.9
1743,Panni Kutty,2022,U,122 min,Drama            ,5.0
1744,Arrambam,2013,U,157 min,"Action, Drama, Mystery            ",7.2
1745,Kaalidas,2019,UA,126 min,"Action, Crime, Mystery            ",8.9
1746,Naam,1986,UA,177 min,"Crime, Drama, Thriller            ",7.2
1747,Manje Bistre 2,2019,UA,125 min,Drama            ,6.7
1748,Kehvatlal Parivar,2022,U,135 min,Comedy            ,6.7
1749,Nishabdham,2020,16,120 min,"Horror, Mystery, Thriller            ",5.4
1750,Sivappu Manjal Pachai,2019,U,140 min,"Action, Drama, Thriller            ",6.6
1751,Thoongaavanam,2015,UA,128 min,"Action, Crime, Thriller            ",7.6
1752,Chippa,2019,13,90 min,Drama            ,7.2
1753,Seeta Aur Geeta,1972,U,162 min,"Adventure, Comedy, Drama            ",6.0
1754,Kaalakaandi,2018,A,112 min,"Comedy, Thriller            ",6.9
1755,Do Dooni Chaar,2010,U,112 min,"Comedy, Crime, Drama            ",6.4
1756,Main Khiladi Tu Anari,1994,UA,175 min,"Action, Comedy            ",5.7
1757,Suhaag,1994,UA,145 min,"Action, Comedy, Drama            ",5.2
1758,Ujda Chaman,2019,UA,120 min,Comedy            ,6.9
1759,Souten,1983,U,160 min,"Drama, Musical, Romance            ",7.8
1760,Pakeezah,1972,U,147 min,"Musical, Romance, Drama            ",7.3
1761,Indra,2002,U,173 min,"Action, Drama            ",8.0
1762,Siya Ke Ram,2015–2016,U,22 min,History            ,6.6
1763,Hate Story 2,2014,A,130 min,"Drama, Thriller            ",6.7
1764,Yeh Hai Chahatein,2019–,12+,22 min,Drama            ,8.8
1765,Batla House,2019,UA,146 min,"Action, Crime, Drama            ",5.0
1766,Prem Ratan Dhan Payo,2015,U,164 min,"Action, Drama, Musical            ",6.5
1767,Fukrey Returns,2017,UA,141 min,Comedy            ,7.3
1768,Mission Kashmir,2000,A,154 min,"Action, Drama, Thriller            ",7.2
1769,Unpaused,2020,16,113 min,"Drama, Romance            ",7.7
1770,Dharma Durai,2016,U,147 min,Drama            ,8.3
1771,Taxiwaala,2018,Not Rated,137 min,"Comedy, Horror, Thriller            ",6.2
1772,Nikka Zaildar,2016,U,134 min,"Comedy, Drama, Romance            ",5.4
1773,Happy Bhag Jayegi,2016,U,126 min,"Comedy, Romance            ",6.9
1774,Archana 31 Not Out,2022,U,110 min,Comedy            ,6.4
1775,Chitralahari,2019,U,131 min,"Drama, Romance            ",7.8
1776,Evvarikee Cheppoddu,2019,U,133 min,Drama            ,6.5
1777,Methagu 2,2022,UA,109 min,Drama            ,4.5
1778,Velaikkaran,2017,U,160 min,"Action, Drama, Thriller            ",7.5
1779,Marudhu,2016,UA,146 min,"Action, Drama            ",5.2
1780,Ini Utharam,2022,UA,126 min,Thriller            ,8.6
1781,Double Dhamaal,2011,UA,138 min,"Comedy, Crime, Drama            ",9.2
1782,Paayum Puli,2015,U,135 min,"Action, Crime, Thriller            ",3.7
1783,"Kya Haal, Mr. Paanchal?",2015–2019,PG,20 min,Comedy            ,7.2
1784,Waqt,1965,U,178 min,"Drama, Romance            ",7.2
1785,Jeeva,2014,U,127 min,"Drama, Sport            ",9.7
1786,Perfume - Her Fragrance,2022,UA,123 min,Drama            ,7.1
1787,Jalsaghar,1958,U,100 min,"Drama, Music            ",5.5
1788,Ezra,2017,U,147 min,"Horror, Mystery, Thriller            ",7.0
1789,Prakashan Parakkatte,2022,U,133 min,"Comedy, Drama, Family            ",9.6
1790,Doordarshan,2020,UA,119 min,"Comedy, Drama            ",7.3
1791,One Day: Justice Delivered,2019,UA,124 min,"Action, Crime, Thriller            ",6.9
1792,JL50,2020–,16,42 min,"Drama, Sci-Fi, Thriller            ",5.7
1793,Seetha,2019,UA,161 min,"Action, Romance            ",8.2
1794,Gora,2022–,UA 16+,24 min,"Comedy, Crime, Mystery            ",6.0
1795,Ananya,2022,UA,122 min,Drama            ,7.5
1796,Titu Ambani,2022,UA,116 min,Drama            ,7.8
1797,Classmates,I 2015,U,155 min,"Drama, Romance, Thriller            ",8.1
1798,Belashuru,2022,U,140 min,"Drama, Family            ",6.1
1799,Winner,I 2017,UA,155 min,"Action, Drama            ",5.6
1800,Mass,2004,UA,135 min,"Action, Drama            ",6.5
1801,Thothapuri: Chapter 1,2022,UA,120 min,Comedy            ,5.7
1802,Dhamaal,2007,U,136 min,"Action, Adventure, Comedy            ",6.3
1803,North 24 Kaatham,2013,U,125 min,"Adventure, Comedy, Drama            ",6.2
1804,Shakuntala Devi,2020,13,127 min,"Biography, Drama            ",7.9
1805,Har Dil Jo Pyar Karega...,2000,U,173 min,"Comedy, Drama, Musical            ",7.8
1806,Maha Samudram,2021,UA,150 min,"Action, Drama, Romance            ",3.8
1807,Thalaivaa,2013,U,179 min,"Action, Crime, Drama            ",8.0
1808,An Insignificant Man,2016,UA,96 min,"Documentary, Thriller            ",7.0
1809,Welcome to Karachi,2015,UA,131 min,"Action, Comedy, War            ",6.2
1810,Maine Dil Tujhko Diya,2002,A,154 min,"Action, Romance            ",8.8
1811,Aruvam,2019,UA,128 min,"Action, Comedy, Horror            ",6.6
1812,Fanney Khan,2018,UA,130 min,"Comedy, Drama, Music            ",3.0
1813,Vivaha Avahanam,2022,U,128 min,"Comedy, Drama, Romance            ",6.8
1814,Safe,V 2019,U,144 min,"Action, Crime, Thriller            ",6.8
1815,Bombay to Goa,1972,U,132 min,"Action, Adventure, Comedy            ",8.2
1816,Naxalbari,2020–,A,29 min,"Action, Crime, Thriller            ",6.4
1817,Haré Rama Haré Krishna,1971,U,149 min,"Drama, Musical            ",8.4
1818,Pizza,I 2014,A,107 min,Horror            ,6.4
1819,Oppam,2016,U,143 min,"Action, Crime, Thriller            ",8.1
1820,Raincoat,2004,U,117 min,"Drama, Romance            ",7.5
1821,Kadaseela Biriyani,2021,A,115 min,"Comedy, Crime, Drama            ",8.3
1822,Sundari,I 2021–,All,22 min,Drama            ,8.9
1823,Kannum Kannum Kollaiyadithaal,2020,U,160 min,"Drama, Romance, Thriller            ",5.9
1824,Indian,1996,UA,185 min,"Action, Drama, Thriller            ",4.6
1825,Laaga Chunari Mein Daag: Journey of a Woman,2007,UA,122 min,"Drama, Family, Romance            ",7.1
1826,NGK,2019,U,148 min,"Action, Drama            ",8.6
1827,Amavas,2019,A,134 min,"Horror, Thriller            ",7.0
1828,Ek Chalis Ki Last Local,2007,A,143 min,"Adventure, Comedy, Crime            ",8.6
